 # Tag              Time [sec]                Mass [g]             posx [code]             posy [code]             velx [code]             vely [code]             accx [code]             accy [code]
     2      0.725328000000E+07      0.397800000000E+34      0.132592902996E+14     -0.692725318091E+13     -0.459801865623E+06     -0.880095795055E+06     -0.584170488669E-01      0.305197094596E-01
     2      0.788400000000E+07      0.397800000000E+34      0.129577510931E+14     -0.747611546606E+13     -0.496233030516E+06     -0.860080893664E+06     -0.570885440963E-01      0.329378566069E-01
     2      0.851472000000E+07      0.397800000000E+34      0.126335049399E+14     -0.801187673123E+13     -0.531794604936E+06     -0.838558800865E+06     -0.556599983141E-01      0.352982840054E-01
     2      0.914544000000E+07      0.397800000000E+34      0.122871200435E+14     -0.853359811733E+13     -0.566424271372E+06     -0.815567231615E+06     -0.541339148799E-01      0.375968552816E-01
     2      0.977616000000E+07      0.397800000000E+34      0.119192034030E+14     -0.904036536850E+13     -0.600061345376E+06     -0.791146475953E+06     -0.525129680767E-01      0.398295424575E-01
     2      0.104068800000E+08      0.397800000000E+34      0.115303997493E+14     -0.953129043428E+13     -0.632646881900E+06     -0.765339328405E+06     -0.507999984246E-01      0.419924330095E-01
     2      0.110376000000E+08      0.397800000000E+34      0.111213904156E+14     -0.100055130258E+14     -0.664123778594E+06     -0.738191012982E+06     -0.489980077027E-01      0.440817367241E-01
     2      0.116683200000E+08      0.397800000000E+34      0.106928921428E+14     -0.104622021232E+14     -0.694436875869E+06     -0.709749103941E+06     -0.471101536895E-01      0.460937923406E-01
     2      0.122990400000E+08      0.397800000000E+34      0.102456558244E+14     -0.109005574322E+14     -0.723533053558E+06     -0.680063442405E+06     -0.451397446285E-01      0.480250739661E-01
     2      0.129297600000E+08      0.397800000000E+34      0.978046518960E+13     -0.113198107862E+14     -0.751361324006E+06     -0.649186049033E+06     -0.430902334317E-01      0.498721972550E-01
     2      0.135604800000E+08      0.397800000000E+34      0.929813543082E+13     -0.117192274927E+14     -0.777872921415E+06     -0.617171032852E+06     -0.409652116281E-01      0.516319253391E-01
     2      0.141912000000E+08      0.397800000000E+34      0.879951177467E+13     -0.120981076205E+14     -0.803021387304E+06     -0.584074496441E+06     -0.387684030703E-01      0.533011745004E-01
     2      0.148219200000E+08      0.397800000000E+34      0.828546800090E+13     -0.124557872264E+14     -0.826762651919E+06     -0.549954437617E+06     -0.365036574088E-01      0.548770195744E-01
     2      0.154526400000E+08      0.397800000000E+34      0.775690491126E+13     -0.127916395185E+14     -0.849055111465E+06     -0.514870647802E+06     -0.341749433459E-01      0.563566990763E-01
     2      0.160833600000E+08      0.397800000000E+34      0.721474875086E+13     -0.131050759550E+14     -0.869859701007E+06     -0.478884607242E+06     -0.317863416812E-01      0.577376200404E-01
     2      0.167140800000E+08      0.397800000000E+34      0.665994958512E+13     -0.133955472750E+14     -0.889139962927E+06     -0.442059377273E+06     -0.293420381603E-01      0.590173625639E-01
     2      0.173448000000E+08      0.397800000000E+34      0.609347963484E+13     -0.136625444614E+14     -0.906862110817E+06     -0.404459489814E+06     -0.268463161398E-01      0.601936840470E-01
     2      0.179755200000E+08      0.397800000000E+34      0.551633157249E+13     -0.139055996329E+14     -0.922995088677E+06     -0.366150834279E+06     -0.243035490811E-01      0.612645231235E-01
     2      0.186062400000E+08      0.397800000000E+34      0.492951678273E+13     -0.141242868635E+14     -0.937510625347E+06     -0.327200542116E+06     -0.217181928868E-01      0.622280032729E-01
     2      0.192369600000E+08      0.397800000000E+34      0.433406358998E+13     -0.143182229294E+14     -0.950383284041E+06     -0.287676869166E+06     -0.190947780917E-01      0.630824361083E-01
     2      0.198676800000E+08      0.397800000000E+34      0.373101545650E+13     -0.144870679803E+14     -0.961590506925E+06     -0.247649076056E+06     -0.164379019241E-01      0.638263243359E-01
     2      0.204984000000E+08      0.397800000000E+34      0.312142915376E+13     -0.146305261349E+14     -0.971112654647E+06     -0.207187306819E+06     -0.137522202495E-01      0.644583643781E-01
     2      0.211291200000E+08      0.397800000000E+34      0.250637291064E+13     -0.147483459995E+14     -0.978933040754E+06     -0.166362465987E+06     -0.110424394115E-01      0.649774486583E-01
     2      0.217598400000E+08      0.397800000000E+34      0.188692454143E+13     -0.148403211086E+14     -0.985037960930E+06     -0.125246094328E+06     -0.831330798477E-02      0.653826675418E-01
     2      0.223905600000E+08      0.397800000000E+34      0.126416955713E+13     -0.149062902865E+14     -0.989416717013E+06     -0.839102434871E+05     -0.556960845369E-02      0.656733109296E-01
     2      0.230212800000E+08      0.397800000000E+34      0.639199263176E+12     -0.149461379298E+14     -0.992061635744E+06     -0.424273497184E+05     -0.281614883154E-02      0.658488695028E-01
     2      0.236520000000E+08      0.397800000000E+34      0.131088470974E+11     -0.149597942103E+14     -0.992968082209E+06     -0.870106953589E+03     -0.577542349895E-04      0.659090356153E-01
     2      0.242827200000E+08      0.397800000000E+34     -0.613004540704E+12     -0.149472351969E+14     -0.992134467964E+06      0.406886605883E+05      0.270074157126E-02      0.658537038330E-01
     2      0.249134400000E+08      0.397800000000E+34     -0.123804370957E+13     -0.149084828978E+14     -0.989562253822E+06      0.821761260160E+05      0.545450464517E-02      0.656829711181E-01
     2      0.255441600000E+08      0.397800000000E+34     -0.186091335128E+13     -0.148436052218E+14     -0.985255947284E+06      0.123519587387E+06      0.819870933822E-02      0.653971366595E-01
     2      0.261748800000E+08      0.397800000000E+34     -0.248052195946E+13     -0.147527158596E+14     -0.979223094651E+06      0.164646595108E+06      0.109285467518E-01      0.649967013487E-01
     2      0.268056000000E+08      0.397800000000E+34     -0.309578374231E+13     -0.146359740840E+14     -0.971474267790E+06      0.205485078897E+06      0.136392331644E-01      0.644823669017E-01
     2      0.274363200000E+08      0.397800000000E+34     -0.370562052535E+13     -0.144935844715E+14     -0.962023045615E+06      0.245963474075E+06      0.163260184142E-01      0.638550346294E-01
     2      0.280670400000E+08      0.397800000000E+34     -0.430896364076E+13     -0.143257965432E+14     -0.950885990290E+06      0.286010846977E+06      0.189841942235E-01      0.631158038582E-01
     2      0.286977600000E+08      0.397800000000E+34     -0.490475580011E+13     -0.141329043278E+14     -0.938082618204E+06      0.325557019254E+06      0.216091024492E-01      0.622659700036E-01
     2      0.293284800000E+08      0.397800000000E+34     -0.549195294716E+13     -0.139152458465E+14     -0.923635365770E+06      0.364532690852E+06      0.241961432459E-01      0.613070223003E-01
     2      0.299592000000E+08      0.397800000000E+34     -0.606952608742E+13     -0.136732025203E+14     -0.907569550112E+06      0.402869561453E+06      0.267407831262E-01      0.602406411919E-01
     2      0.305899200000E+08      0.397800000000E+34     -0.663646309133E+13     -0.134071985020E+14     -0.889913324697E+06      0.440500450164E+06      0.292385629056E-01      0.590686953870E-01
     2      0.312206400000E+08      0.397800000000E+34     -0.719177046793E+13     -0.131176999325E+14     -0.870697629999E+06      0.477359413241E+06      0.316851055163E-01      0.577932385835E-01
     2      0.318513600000E+08      0.397800000000E+34     -0.773447510584E+13     -0.128052141242E+14     -0.849956139279E+06      0.513381859652E+06      0.340761236776E-01      0.564165058707E-01
     2      0.324820800000E+08      0.397800000000E+34     -0.826362597848E+13     -0.124702886722E+14     -0.827725199580E+06      0.548504664261E+06      0.364074274091E-01      0.549409098119E-01
     2      0.331128000000E+08      0.397800000000E+34     -0.877829581069E+13     -0.121135104941E+14     -0.804043768029E+06      0.582666278449E+06      0.386749313728E-01      0.533690362169E-01
     2      0.337435200000E+08      0.397800000000E+34     -0.927758270361E+13     -0.117355048021E+14     -0.778953343571E+06      0.615806837972E+06      0.408746620325E-01      0.517036396108E-01
     2      0.343742400000E+08      0.397800000000E+34     -0.976061171521E+13     -0.113369340071E+14     -0.752497894247E+06      0.647868267866E+06      0.430027646165E-01      0.499476384067E-01
     2      0.350049600000E+08      0.397800000000E+34     -0.102265363935E+14     -0.109184965578E+14     -0.724723780145E+06      0.678794384213E+06      0.450555098734E-01      0.481041097919E-01
     2      0.356356800000E+08      0.397800000000E+34     -0.106745402598E+14     -0.104809257172E+14     -0.695679672160E+06      0.708530992601E+06      0.470293006062E-01      0.461762843351E-01
     2      0.362664000000E+08      0.397800000000E+34     -0.111038382397E+14     -0.100249882769E+14     -0.665416466702E+06      0.737025983094E+06      0.489206779770E-01      0.441675403254E-01
     2      0.368971200000E+08      0.397800000000E+34     -0.115136780385E+14     -0.955148321429E+13     -0.633987196507E+06      0.764229421542E+06      0.507263275673E-01      0.420813978525E-01
     2      0.375278400000E+08      0.397800000000E+34     -0.119033414597E+14     -0.906124029161E+13     -0.601446937704E+06      0.790093637093E+06      0.524430851867E-01      0.399215126375E-01
     2      0.381585600000E+08      0.397800000000E+34     -0.122721456636E+14     -0.855511860244E+13     -0.567852713301E+06      0.814573305726E+06      0.540679424177E-01      0.376916696274E-01
     2      0.387892800000E+08      0.397800000000E+34     -0.126194443640E+14     -0.803400506597E+13     -0.533263393257E+06      0.837625529676E+06      0.555980518873E-01      0.353957763619E-01
     2      0.394200000000E+08      0.397800000000E+34     -0.129446289604E+14     -0.749881287288E+13     -0.497739591320E+06      0.859209912608E+06      0.570307322571E-01      0.330378561262E-01
     2      0.400507200000E+08      0.397800000000E+34     -0.132471296046E+14     -0.695047988505E+13     -0.461343558808E+06      0.879288630410E+06      0.583634729216E-01      0.306220409003E-01
     2      0.406814400000E+08      0.397800000000E+34     -0.135264161996E+14     -0.638996699208E+13     -0.424139075523E+06      0.897826497469E+06      0.595939384084E-01      0.281525641188E-01
     2      0.413121600000E+08      0.397800000000E+34     -0.137819993282E+14     -0.581825642741E+13     -0.386191337982E+06      0.914791028335E+06      0.607199724699E-01      0.256337532517E-01
     2      0.419428800000E+08      0.397800000000E+34     -0.140134311108E+14     -0.523635004711E+13     -0.347566845167E+06      0.930152494647E+06      0.617396018627E-01      0.230700222212E-01
     2      0.425736000000E+08      0.397800000000E+34     -0.142203059902E+14     -0.464526757423E+13     -0.308333281998E+06      0.943883977225E+06      0.626510398053E-01      0.204658636670E-01
     2      0.432043200000E+08      0.397800000000E+34     -0.144022614423E+14     -0.404604481184E+13     -0.268559400716E+06      0.955961413249E+06      0.634526891087E-01      0.178258410732E-01
     2      0.438350400000E+08      0.397800000000E+34     -0.145589786114E+14     -0.343973182793E+13     -0.228314900410E+06      0.966363638419E+06      0.641431449760E-01      0.151545807716E-01
     2      0.444657600000E+08      0.397800000000E+34     -0.146901828688E+14     -0.282739111527E+13     -0.187670304871E+06      0.975072424048E+06      0.647211974638E-01      0.124567638342E-01
     2      0.450964800000E+08      0.397800000000E+34     -0.147956442946E+14     -0.221009572952E+13     -0.146696839013E+06      0.982072509007E+06      0.651858336025E-01      0.973711787073E-02
     2      0.457272000000E+08      0.397800000000E+34     -0.148751780798E+14     -0.158892740883E+13     -0.105466304054E+06      0.987351626461E+06      0.655362391714E-01      0.700040874352E-02
     2      0.463579200000E+08      0.397800000000E+34     -0.149286448507E+14     -0.964974678221E+12     -0.640509516991E+05      0.990900525373E+06      0.657718001254E-01      0.425143221618E-02
     2      0.469886400000E+08      0.397800000000E+34     -0.149559509130E+14     -0.339330942064E+12     -0.225233575211E+05      0.992712986712E+06      0.658921036716E-01      0.149500554953E-02
     2      0.476193600000E+08      0.397800000000E+34     -0.149570484161E+14      0.286907431982E+12      0.190437062146E+05      0.992785834350E+06      0.658969389920E-01     -0.126404094014E-02
     2      0.482500800000E+08      0.397800000000E+34     -0.149319354368E+14      0.912643034222E+12      0.605773980775E+05      0.991118940631E+06      0.657862976132E-01     -0.402087234560E-02
     2      0.488808000000E+08      0.397800000000E+34     -0.148806559825E+14      0.153677933601E+13      0.102004935117E+06      0.987715226590E+06      0.655603734213E-01     -0.677065764128E-02
     2      0.495115200000E+08      0.397800000000E+34     -0.148032999145E+14      0.215822261129E+13      0.143253720407E+06      0.982580656840E+06      0.652195623221E-01     -0.950857814910E-02
     2      0.501422400000E+08      0.397800000000E+34     -0.147000027904E+14      0.277588385322E+13      0.184251470262E+06      0.975724229116E+06      0.647644615474E-01     -0.122298359827E-01
     2      0.507729600000E+08      0.397800000000E+34     -0.145709456263E+14      0.338868068252E+13      0.224926340908E+06      0.967157958507E+06      0.641958686082E-01     -0.149296624549E-01
     2      0.514036800000E+08      0.397800000000E+34     -0.144163545798E+14      0.399553924424E+13      0.265207054379E+06      0.956896856404E+06      0.635147798973E-01     -0.176033264349E-01
     2      0.520344000000E+08      0.397800000000E+34     -0.142365005537E+14      0.459539608956E+13      0.305023023423E+06      0.944958904191E+06      0.627223889434E-01     -0.202461426381E-01
     2      0.526651200000E+08      0.397800000000E+34     -0.140316987212E+14      0.518720003931E+13      0.344304475198E+06      0.931365021738E+06      0.618200843192E-01     -0.228534798375E-01
     2      0.532958400000E+08      0.397800000000E+34     -0.138023079736E+14      0.576991402614E+13      0.382982573542E+06      0.916139030738E+06      0.608094472084E-01     -0.254207689786E-01
     2      0.539265600000E+08      0.397800000000E+34     -0.135487302915E+14      0.634251691174E+13      0.420989539600E+06      0.899307612965E+06      0.596922486347E-01     -0.279435111867E-01
     2      0.545572800000E+08      0.397800000000E+34     -0.132714100401E+14      0.690400527637E+13      0.458258770597E+06      0.880900263515E+06      0.584704463584E-01     -0.304172856502E-01
     2      0.551880000000E+08      0.397800000000E+34     -0.129708331908E+14      0.745339517718E+13      0.494724956553E+06      0.860949239123E+06      0.571461814456E-01     -0.328377573679E-01
     2      0.558187200000E+08      0.397800000000E+34     -0.126475264696E+14      0.798972387244E+13      0.530324194731E+06      0.839489501630E+06      0.557217745161E-01     -0.352006847454E-01
     2      0.564494400000E+08      0.397800000000E+34     -0.123020564337E+14      0.851205150871E+13      0.564994101620E+06      0.816558656725E+06      0.541997216771E-01     -0.375019270281E-01
     2      0.570801600000E+08      0.397800000000E+34     -0.119350284791E+14      0.901946276772E+13      0.598673922252E+06      0.792196888040E+06      0.525826901487E-01     -0.397374515574E-01
     2      0.577108800000E+08      0.397800000000E+34     -0.115470857794E+14      0.951106847046E+13      0.631304636670E+06      0.766446886731E+06      0.508735135902E-01     -0.419033408372E-01
     2      0.583416000000E+08      0.397800000000E+34     -0.111389081590E+14      0.998600713527E+13      0.662829063354E+06      0.739353776674E+06      0.490751871343E-01     -0.439957993992E-01
     2      0.589723200000E+08      0.397800000000E+34     -0.107112109015E+14      0.104434464876E+14      0.693191959424E+06      0.710965035385E+06      0.471908621383E-01     -0.460111604539E-01
     2      0.596030400000E+08      0.397800000000E+34     -0.102647434965E+14      0.108825849182E+14      0.722340117447E+06      0.681330410820E+06      0.452238406622E-01     -0.479458923162E-01
     2      0.602337600000E+08      0.397800000000E+34     -0.980028832603E+13      0.113026528884E+14      0.750222458678E+06      0.650501834205E+06      0.431775696819E-01     -0.497966045942E-01
     2      0.608644800000E+08      0.397800000000E+34     -0.931865929362E+13      0.117029142781E+14      0.776790122565E+06      0.618533329022E+06      0.410556350485E-01     -0.515600541306E-01
     2      0.614952000000E+08      0.397800000000E+34     -0.882070039794E+13      0.120826676757E+14      0.801996552379E+06      0.585480916350E+06      0.388617552052E-01     -0.532331506859E-01
     2      0.621259200000E+08      0.397800000000E+34     -0.830728425388E+13      0.124412476079E+14      0.825797576792E+06      0.551402516686E+06      0.365997746705E-01     -0.548129623535E-01
     2      0.627566400000E+08      0.397800000000E+34     -0.777931056333E+13      0.127780257050E+14      0.848151487286E+06      0.516357848451E+06      0.342736573016E-01     -0.562967206979E-01
     2      0.633873600000E+08      0.397800000000E+34     -0.723770453859E+13      0.130924118029E+14      0.869019111242E+06      0.480408323339E+06      0.318874793480E-01     -0.576818256059E-01
     2      0.640180800000E+08      0.397800000000E+34     -0.668341528104E+13      0.133838549765E+14      0.888363880584E+06      0.443616938698E+06      0.294454223083E-01     -0.589658498426E-01
     2      0.646488000000E+08      0.397800000000E+34     -0.611741411794E+13      0.136518445058E+14      0.906151895861E+06      0.406048167140E+06      0.269517656026E-01     -0.601465433056E-01
     2      0.652795200000E+08      0.397800000000E+34     -0.554069290029E+13      0.138959107702E+14      0.922351985653E+06      0.367767843553E+06      0.244108790735E-01     -0.612218369674E-01
     2      0.659102400000E+08      0.397800000000E+34     -0.495426226476E+13      0.141156260722E+14      0.936935761193E+06      0.328843049739E+06      0.218272153284E-01     -0.621898465015E-01
     2      0.665409600000E+08      0.397800000000E+34     -0.435914986262E+13      0.143106053864E+14      0.949877666118E+06      0.289341996860E+06      0.192053019366E-01     -0.630488755841E-01
     2      0.671716800000E+08      0.397800000000E+34     -0.375639855892E+13      0.144805070342E+14      0.961155021249E+06      0.249333905902E+06      0.165497334955E-01     -0.637974188672E-01
     2      0.678024000000E+08      0.397800000000E+34     -0.314706460500E+13      0.146250332829E+14      0.970748064339E+06      0.208888886378E+06      0.138651635791E-01     -0.644341646162E-01
     2      0.684331200000E+08      0.397800000000E+34     -0.253221578753E+13      0.147439308670E+14      0.978639984700E+06      0.168077813466E+06      0.111562965830E-01     -0.649579970086E-01
     2      0.690638400000E+08      0.397800000000E+34     -0.191292955733E+13      0.148369914325E+14      0.984816952663E+06      0.126972203810E+06      0.842787948063E-02     -0.653679980893E-01
     2      0.696945600000E+08      0.397800000000E+34     -0.129029114126E+13      0.149040519015E+14      0.989268143815E+06      0.856440901952E+05      0.568469350474E-02     -0.656634493796E-01
     2      0.703252800000E+08      0.397800000000E+34     -0.665391640510E+12      0.149449947585E+14      0.991985757963E+06      0.441658953200E+05      0.293154576870E-02     -0.658438331355E-01
     2      0.709560000000E+08      0.397800000000E+34     -0.393261185436E+11      0.149597482558E+14      0.992965032806E+06      0.261030488130E+04      0.173260842721E-03     -0.659088332559E-01
     2      0.715867200000E+08      0.397800000000E+34      0.586808317856E+12      0.149482865397E+14      0.992204252282E+06     -0.389498597970E+05     -0.258532770066E-02     -0.658583358358E-01
     2      0.722174400000E+08      0.397800000000E+34      0.121191444114E+13      0.149106296955E+14      0.989704749570E+06     -0.804417693753E+05     -0.533938575688E-02     -0.656924293661E-01
     2      0.728481600000E+08      0.397800000000E+34      0.183489682577E+13      0.148468437125E+14      0.985470904759E+06     -0.121792714123E+06     -0.808408716054E-02     -0.654114045787E-01
     2      0.734788800000E+08      0.397800000000E+34      0.245466376779E+13      0.147570403680E+14      0.979510137168E+06     -0.162930231335E+06     -0.108146221427E-01     -0.650157539371E-01
     2      0.741096000000E+08      0.397800000000E+34      0.307012919796E+13      0.146413770322E+14      0.971832892349E+06     -0.203782232311E+06     -0.135262057594E-01     -0.645061707728E-01
     2      0.747403200000E+08      0.397800000000E+34      0.368021458491E+13      0.145000563914E+14      0.962452623780E+06     -0.244277128687E+06     -0.162140862768E-01     -0.638835480712E-01
     2      0.753710400000E+08      0.397800000000E+34      0.428385082520E+13      0.143333260935E+14      0.951385769286E+06     -0.284343957882E+06     -0.188735534980E-01     -0.631489769061E-01
     2      0.760017600000E+08      0.397800000000E+34      0.487998011675E+13      0.141414783141E+14      0.938651722241E+06     -0.323912507453E+06     -0.214999470170E-01     -0.623037445277E-01
     2      0.766324800000E+08      0.397800000000E+34      0.546755781253E+13      0.139248492439E+14      0.924272797577E+06     -0.362913438135E+06     -0.240886643857E-01     -0.613493321075E-01
     2      0.772632000000E+08      0.397800000000E+34      0.604555425118E+13      0.136838185002E+14      0.908274192684E+06     -0.401278405347E+06     -0.266351691791E-01     -0.602874121419E-01
     2      0.778939200000E+08      0.397800000000E+34      0.661295656140E+13      0.134188084611E+14      0.890683943250E+06     -0.438940178962E+06     -0.291349989447E-01     -0.591198455219E-01
     2      0.785246400000E+08      0.397800000000E+34      0.716877043684E+13      0.131302835259E+14      0.871532874137E+06     -0.475832761117E+06     -0.315837730227E-01     -0.578486782720E-01
     2      0.791553600000E+08      0.397800000000E+34      0.771202187854E+13      0.128187493009E+14      0.850854545358E+06     -0.511891501866E+06     -0.339772002223E-01     -0.564761379644E-01
     2      0.797860800000E+08      0.397800000000E+34      0.824175890175E+13      0.124847517135E+14      0.828685193274E+06     -0.547053212475E+06     -0.363110863418E-01     -0.550046298160E-01
     2      0.804168000000E+08      0.397800000000E+34      0.875705320414E+13      0.121288760554E+14      0.805063667088E+06     -0.581256276149E+06     -0.385813415183E-01     -0.534367324733E-01
     2      0.810475200000E+08      0.397800000000E+34      0.925700179257E+13      0.117517459572E+14      0.780031360769E+06     -0.614440756011E+06     -0.407839873944E-01     -0.517751934935E-01
     2      0.816782400000E+08      0.397800000000E+34      0.974072856549E+13      0.113540222955E+14      0.753632140514E+06     -0.646548500133E+06     -0.429151640905E-01     -0.500229245298E-01
     2      0.823089600000E+08      0.397800000000E+34      0.102073858482E+14      0.109364020345E+14      0.725912267876E+06     -0.677523243440E+06     -0.449711369683E-01     -0.481829962292E-01
     2      0.829396800000E+08      0.397800000000E+34      0.106561558782E+14      0.104996170050E+14      0.696920318698E+06     -0.707310706312E+06     -0.469483031754E-01     -0.462586328514E-01
     2      0.835704000000E+08      0.397800000000E+34      0.110862522384E+14      0.100444326219E+14      0.666707097989E+06     -0.735858689694E+06     -0.488431979587E-01     -0.442532066186E-01
     2      0.842011200000E+08      0.397800000000E+34      0.114969212352E+14      0.957164654263E+13      0.635325550892E+06     -0.763117166579E+06     -0.506525007365E-01     -0.421702318065E-01
     2      0.848318400000E+08      0.397800000000E+34      0.118874432191E+14      0.908208726967E+13      0.602830669908E+06     -0.789038369667E+06     -0.523730409168E-01     -0.400133585852E-01
     2      0.854625600000E+08      0.397800000000E+34      0.122571338457E+14      0.857661269852E+13      0.569279398523E+06     -0.813576875076E+06     -0.540018034540E-01     -0.377863666234E-01
     2      0.860932800000E+08      0.397800000000E+34      0.126053452756E+14      0.805610861437E+13      0.534730531426E+06     -0.836689681939E+06     -0.555359341319E-01     -0.354931584646E-01
     2      0.867240000000E+08      0.397800000000E+34      0.129314673087E+14      0.752148713992E+13      0.499244611476E+06     -0.858336287760E+06     -0.569727445657E-01     -0.331377526886E-01
     2      0.873547200000E+08      0.397800000000E+34      0.132349284543E+14      0.697368513690E+13      0.462883823606E+06     -0.878478759388E+06     -0.583097169127E-01     -0.307242768691E-01
     2      0.879854400000E+08      0.397800000000E+34      0.135151969321E+14      0.641366256442E+13      0.425711885853E+06     -0.897081799493E+06     -0.595445082852E-01     -0.282569603407E-01
     2      0.886161600000E+08      0.397800000000E+34      0.137717816043E+14      0.584240079669E+13      0.387793937701E+06     -0.914112808420E+06     -0.606749548554E-01     -0.257401267877E-01
     2      0.892468800000E+08      0.397800000000E+34      0.140042328362E+14      0.526090090330E+13      0.349196425930E+06     -0.929541941313E+06     -0.616990756478E-01     -0.231781866671E-01
     2      0.898776000000E+08      0.397800000000E+34      0.142121432842E+14      0.467018189495E+13      0.309986988174E+06     -0.943342160417E+06     -0.626150760102E-01     -0.205756294801E-01
     2      0.905083200000E+08      0.397800000000E+34      0.143951486095E+14      0.407127893778E+13      0.270234334397E+06     -0.955489282460E+06     -0.634213507591E-01     -0.179370159041E-01
     2      0.911390400000E+08      0.397800000000E+34      0.145529281166E+14      0.346524153935E+13      0.230008126486E+06     -0.965962021028E+06     -0.641164869920E-01     -0.152669698017E-01
     2      0.917697600000E+08      0.397800000000E+34      0.146852053153E+14      0.285313170947E+13      0.189378856177E+06     -0.974742023870E+06     -0.646992665640E-01     -0.125701701168E-01
     2      0.924004800000E+08      0.397800000000E+34      0.147917484053E+14      0.223602209920E+13      0.148417721523E+06     -0.981813905054E+06     -0.651686682219E-01     -0.985134267613E-02
     2      0.930312000000E+08      0.397800000000E+34      0.148723706822E+14      0.161499412111E+13      0.107196502132E+06     -0.987165271936E+06     -0.655238693940E-01     -0.711525190741E-02
     2      0.936619200000E+08      0.397800000000E+34      0.149269308649E+14      0.991136054287E+12      0.657874333825E+05     -0.990786746869E+06     -0.657642476320E-01     -0.436669249030E-02
     2      0.942926400000E+08      0.397800000000E+34      0.149553333431E+14      0.365541137179E+12      0.242630798331E+05     -0.992671983641E+06     -0.658893817009E-01     -0.161048095435E-02
     2      0.949233600000E+08      0.397800000000E+34      0.149575283447E+14     -0.260694348116E+12     -0.173037919321E+05     -0.992817678595E+06     -0.658990523179E-01      0.114855276149E-02
     2      0.955540800000E+08      0.397800000000E+34      0.149335120233E+14     -0.886472996984E+12     -0.588403408215E+05     -0.991223576417E+06     -0.657932425364E-01      0.390557377271E-02
     2      0.961848000000E+08      0.397800000000E+34      0.148833264645E+14     -0.151069820536E+13     -0.100273778880E+06     -0.987892470585E+06     -0.655721377756E-01      0.665575072182E-02
     2      0.968155200000E+08      0.397800000000E+34      0.148070596129E+14     -0.213227609142E+13     -0.141531498844E+06     -0.982830198474E+06     -0.652361254959E-01      0.939426424477E-02
     2      0.974462400000E+08      0.397800000000E+34      0.147048451171E+14     -0.275011741243E+13     -0.182541201374E+06     -0.976045631125E+06     -0.647857945196E-01      0.121163154163E-01
     2      0.980769600000E+08      0.397800000000E+34      0.145768620961E+14     -0.336313947359E+13     -0.223231021751E+06     -0.967550657699E+06     -0.642219339990E-01      0.148171341594E-01
     2      0.987076800000E+08      0.397800000000E+34      0.144233348253E+14     -0.397026802525E+13     -0.263529655815E+06     -0.957360164645E+06     -0.635455320338E-01      0.174919876046E-01
     2      0.993384000000E+08      0.397800000000E+34      0.142445323432E+14     -0.457043914547E+13     -0.303366484911E+06     -0.945492009615E+06     -0.627577739396E-01      0.201361883835E-01
     2      0.999691200000E+08      0.397800000000E+34      0.140407679803E+14     -0.516260110441E+13     -0.342671699646E+06     -0.931966990162E+06     -0.618600401704E-01      0.227451028427E-01
     2      0.100599840000E+09      0.397800000000E+34      0.138123988099E+14     -0.574571620732E+13     -0.381376422218E+06     -0.916808807307E+06     -0.608539038996E-01      0.253141591644E-01
     2      0.101230560000E+09      0.397800000000E+34      0.135598250223E+14     -0.631876261302E+13     -0.419412827118E+06     -0.900044023994E+06     -0.597411282638E-01      0.278388553770E-01
