#                     time                    posx                    posy                    velx                    vely                  anal_y                   err_y                Newerr_y
          2.57899999999983       38.68500000000108       34.42594169080495       15.00000000000000        0.70656211353443       34.41330459080189        0.00036721553345        0.00000238211122
          2.57999999999983       38.70000000000108       34.42664825291849       15.00000000000000        0.69676211353443       34.41400625291543        0.00036735043023        0.00000238303487
          2.58099999999983       38.71500000000108       34.42734501503202       15.00000000000000        0.68696211353443       34.41469811502895        0.00036748542616        0.00000238395853
          2.58199999999983       38.73000000000108       34.42803197714556       15.00000000000000        0.67716211353443       34.41538017714249        0.00036762052135        0.00000238488219
          2.58299999999983       38.74500000000108       34.42870913925909       15.00000000000000        0.66736211353443       34.41605243925603        0.00036775571589        0.00000238580584
          2.58399999999983       38.76000000000109       34.42937650137262       15.00000000000000        0.65756211353443       34.41671490136957        0.00036789100992        0.00000238672950
          2.58499999999983       38.77500000000109       34.43003406348615       15.00000000000000        0.64776211353443       34.41736756348309        0.00036802640352        0.00000238765316
          2.58599999999983       38.79000000000109       34.43068182559969       15.00000000000000        0.63796211353443       34.41801042559663        0.00036816189682        0.00000238857681
          2.58699999999983       38.80500000000109       34.43131978771323       15.00000000000000        0.62816211353443       34.41864348771016        0.00036829748992        0.00000238950047
          2.58799999999983       38.82000000000109       34.43194794982676       15.00000000000000        0.61836211353443       34.41926674982371        0.00036843318294        0.00000239042413
          2.58899999999983       38.83500000000109       34.43256631194030       15.00000000000000        0.60856211353443       34.41988021193723        0.00036856897598        0.00000239134779
          2.58999999999983       38.85000000000109       34.43317487405383       15.00000000000000        0.59876211353443       34.42048387405077        0.00036870486916        0.00000239227144
          2.59099999999983       38.86500000000109       34.43377363616737       15.00000000000000        0.58896211353443       34.42107773616430        0.00036884086258        0.00000239319510
          2.59199999999983       38.88000000000109       34.43436259828090       15.00000000000000        0.57916211353443       34.42166179827784        0.00036897695636        0.00000239411876
          2.59299999999983       38.89500000000109       34.43494176039443       15.00000000000000        0.56936211353443       34.42223606039138        0.00036911315060        0.00000239504241
          2.59399999999983       38.91000000000109       34.43551112250797       15.00000000000000        0.55956211353443       34.42280052250491        0.00036924944543        0.00000239596607
          2.59499999999983       38.92500000000109       34.43607068462151       15.00000000000000        0.54976211353443       34.42335518461844        0.00036938584095        0.00000239688973
          2.59599999999983       38.94000000000109       34.43662044673504       15.00000000000000        0.53996211353443       34.42390004673198        0.00036952233727        0.00000239781338
          2.59699999999983       38.95500000000109       34.43716040884858       15.00000000000000        0.53016211353443       34.42443510884551        0.00036965893450        0.00000239873704
          2.59799999999982       38.97000000000109       34.43769057096211       15.00000000000000        0.52036211353443       34.42496037095904        0.00036979563276        0.00000239966070
          2.59899999999982       38.98500000000109       34.43821093307564       15.00000000000000        0.51056211353443       34.42547583307258        0.00036993243216        0.00000240058435
          2.59999999999982       39.00000000000109       34.43872149518918       15.00000000000000        0.50076211353443       34.42598149518612        0.00037006933280        0.00000240150801
          2.60099999999982       39.01500000000109       34.43922225730271       15.00000000000000        0.49096211353443       34.42647735729966        0.00037020633482        0.00000240243167
          2.60199999999982       39.03000000000110       34.43971321941624       15.00000000000000        0.48116211353443       34.42696341941318        0.00037034343830        0.00000240335533
          2.60299999999982       39.04500000000110       34.44019438152978       15.00000000000000        0.47136211353443       34.42743968152672        0.00037048064338        0.00000240427898
          2.60399999999982       39.06000000000110       34.44066574364332       15.00000000000000        0.46156211353443       34.42790614364026        0.00037061795015        0.00000240520264
          2.60499999999982       39.07500000000110       34.44112730575685       15.00000000000000        0.45176211353443       34.42836280575379        0.00037075535875        0.00000240612630
          2.60599999999982       39.09000000000110       34.44157906787039       15.00000000000000        0.44196211353443       34.42880966786732        0.00037089286926        0.00000240704995
          2.60699999999982       39.10500000000110       34.44202102998392       15.00000000000000        0.43216211353443       34.42924672998086        0.00037103048182        0.00000240797361
          2.60799999999982       39.12000000000110       34.44245319209745       15.00000000000000        0.42236211353443       34.42967399209439        0.00037116819654        0.00000240889727
          2.60899999999982       39.13500000000110       34.44287555421099       15.00000000000000        0.41256211353443       34.43009145420794        0.00037130601352        0.00000240982092
          2.60999999999982       39.15000000000110       34.44328811632452       15.00000000000000        0.40276211353443       34.43049911632146        0.00037144393289        0.00000241074458
          2.61099999999982       39.16500000000110       34.44369087843805       15.00000000000000        0.39296211353443       34.43089697843500        0.00037158195475        0.00000241166824
          2.61199999999982       39.18000000000110       34.44408384055159       15.00000000000000        0.38316211353443       34.43128504054854        0.00037172007922        0.00000241259190
          2.61299999999982       39.19500000000110       34.44446700266513       15.00000000000000        0.37336211353443       34.43166330266207        0.00037185830642        0.00000241351555
          2.61399999999982       39.21000000000110       34.44484036477866       15.00000000000000        0.36356211353443       34.43203176477560        0.00037199663646        0.00000241443921
          2.61499999999982       39.22500000000110       34.44520392689220       15.00000000000000        0.35376211353443       34.43239042688914        0.00037213506946        0.00000241536287
          2.61599999999982       39.24000000000110       34.44555768900573       15.00000000000000        0.34396211353443       34.43273928900268        0.00037227360552        0.00000241628652
          2.61699999999982       39.25500000000110       34.44590165111926       15.00000000000000        0.33416211353443       34.43307835111622        0.00037241224477        0.00000241721018
          2.61799999999982       39.27000000000110       34.44623581323280       15.00000000000000        0.32436211353443       34.43340761322973        0.00037255098732        0.00000241813384
          2.61899999999982       39.28500000000111       34.44656017534633       15.00000000000000        0.31456211353443       34.43372707534328        0.00037268983328        0.00000241905749
          2.61999999999982       39.30000000000111       34.44687473745986       15.00000000000000        0.30476211353443       34.43403673745681        0.00037282878278        0.00000241998115
          2.62099999999982       39.31500000000111       34.44717949957340       15.00000000000000        0.29496211353443       34.43433659957035        0.00037296783592        0.00000242090481
          2.62199999999982       39.33000000000111       34.44747446168694       15.00000000000000        0.28516211353443       34.43462666168387        0.00037310699283        0.00000242182846
          2.62299999999982       39.34500000000111       34.44775962380047       15.00000000000000        0.27536211353443       34.43490692379741        0.00037324625362        0.00000242275212
          2.62399999999982       39.36000000000111       34.44803498591401       15.00000000000000        0.26556211353443       34.43517738591095        0.00037338561840        0.00000242367578
          2.62499999999982       39.37500000000111       34.44830054802754       15.00000000000000        0.25576211353443       34.43543804802449        0.00037352508730        0.00000242459944
          2.62599999999982       39.39000000000111       34.44855631014107       15.00000000000000        0.24596211353443       34.43568891013803        0.00037366466042        0.00000242552309
          2.62699999999982       39.40500000000111       34.44880227225460       15.00000000000000        0.23616211353443       34.43592997225156        0.00037380433789        0.00000242644675
          2.62799999999982       39.42000000000111       34.44903843436814       15.00000000000000        0.22636211353443       34.43616123436509        0.00037394411983        0.00000242737041
          2.62899999999982       39.43500000000111       34.44926479648168       15.00000000000000        0.21656211353443       34.43638269647863        0.00037408400634        0.00000242829406
          2.62999999999982       39.45000000000111       34.44948135859521       15.00000000000000        0.20676211353443       34.43659435859217        0.00037422399755        0.00000242921772
          2.63099999999982       39.46500000000111       34.44968812070875       15.00000000000000        0.19696211353443       34.43679622070569        0.00037436409358        0.00000243014138
          2.63199999999982       39.48000000000111       34.44988508282228       15.00000000000000        0.18716211353443       34.43698828281923        0.00037450429454        0.00000243106503
          2.63299999999982       39.49500000000111       34.45007224493582       15.00000000000000        0.17736211353443       34.43717054493277        0.00037464460055        0.00000243198869
          2.63399999999982       39.51000000000111       34.45024960704935       15.00000000000000        0.16756211353443       34.43734300704631        0.00037478501174        0.00000243291235
          2.63499999999982       39.52500000000111       34.45041716916288       15.00000000000000        0.15776211353443       34.43750566915983        0.00037492552820        0.00000243383600
          2.63599999999982       39.54000000000111       34.45057493127641       15.00000000000000        0.14796211353443       34.43765853127337        0.00037506615008        0.00000243475966
          2.63699999999982       39.55500000000112       34.45072289338995       15.00000000000000        0.13816211353443       34.43780159338691        0.00037520687748        0.00000243568332
          2.63799999999982       39.57000000000112       34.45086105550349       15.00000000000000        0.12836211353443       34.43793485550044        0.00037534771052        0.00000243660698
          2.63899999999982       39.58500000000112       34.45098941761702       15.00000000000000        0.11856211353443       34.43805831761397        0.00037548864932        0.00000243753063
          2.63999999999982       39.60000000000112       34.45110797973056       15.00000000000000        0.10876211353443       34.43817197972751        0.00037562969401        0.00000243845429
